State,Year,Gender,Type,Total
A & N Islands,2009,Male,By Fire/Self Immolation,1
A & N Islands,2009,Male,By Hanging,73
A & N Islands,2009,Male,By Jumping from (Building),0
A & N Islands,2009,Male,By Jumping from (Other sites),0
A & N Islands,2009,Male,By Jumping off Moving Vehicles/Trains,0
A & N Islands,2009,Male,By Machine,0
A & N Islands,2009,Male,By Other means (please specify),0
A & N Islands,2009,Male,By Over Alcoholism,0
A & N Islands,2009,Male,By Overdose of sleeping pills,0
A & N Islands,2009,Male,By Self Infliction of injury,0
A & N Islands,2009,Male,By coming under running vehicles/trains,0
A & N Islands,2009,Male,By touching electric wires,0
A & N Islands,2009,Male,Cancellation/Non-Settlement of Marriage,0
A & N Islands,2009,Male,Cancer,0
A & N Islands,2009,Male,Causes Not known,25
A & N Islands,2009,Male,Death of Dear Person,0
A & N Islands,2009,Male,Diploma,0
A & N Islands,2009,Male,Divorce,0
A & N Islands,2009,Male,Divorcee,0
A & N Islands,2009,Male,Dowry Dispute,0
A & N Islands,2009,Male,Drug Abuse/Addiction,0
A & N Islands,2009,Male,Failure in Examination,0
A & N Islands,2009,Male,Fall in Social Reputation,0
A & N Islands,2009,Male,Family Problems,0
A & N Islands,2009,Male,Farming/Agriculture Activity,19
A & N Islands,2009,Male,Graduate,0
A & N Islands,2009,Male,House Wife,0
A & N Islands,2009,Male,Hr. Secondary/Intermediate/Pre-Universit,4
A & N Islands,2009,Male,Ideological Causes/Hero Worshipping,0
A & N Islands,2009,Male,Illegitimate Pregnancy,0
A & N Islands,2009,Male,Illness (Aids/STD),0
A & N Islands,2009,Male,Insanity/Mental Illness,14
A & N Islands,2009,Male,Love Affairs,3
A & N Islands,2009,Male,Married,66
A & N Islands,2009,Male,Matriculate/Secondary,29
A & N Islands,2009,Male,Middle,43
A & N Islands,2009,Male,Never Married,20
A & N Islands,2009,Male,No Education,2
A & N Islands,2009,Male,Not having Children(Barrenness/Impotency,0
A & N Islands,2009,Male,Other Causes (Please Specity),28
A & N Islands,2009,Male,Other Prolonged Illness,16
A & N Islands,2009,Male,Others (Please Specify),6
A & N Islands,2009,Male,Paralysis,0
A & N Islands,2009,Male,Physical Abuse (Rape/Incest Etc.),0
A & N Islands,2009,Male,Post Graduate and Above,0
A & N Islands,2009,Male,Poverty,0
A & N Islands,2009,Male,Primary,8
A & N Islands,2009,Male,Professional Activity,0
A & N Islands,2009,Male,Professional/Career Problem,0
A & N Islands,2009,Male,Property Dispute,0
A & N Islands,2009,Male,Public Sector Undertaking,0
A & N Islands,2009,Male,Retired Person,1
A & N Islands,2009,Male,Self-employed (Business activity),2
A & N Islands,2009,Male,Seperated,0
A & N Islands,2009,Male,Service (Government),13
A & N Islands,2009,Male,Service (Private),42
A & N Islands,2009,Male,Student,3
A & N Islands,2009,Male,Suspected/Illicit Relation,0
A & N Islands,2009,Male,Unemployed,0
A & N Islands,2009,Male,Unemployment,0
A & N Islands,2009,Male,Widowed/Widower,0
A & N Islands,2010,Female,Bankruptcy or Sudden change in Economic,0
A & N Islands,2010,Female,By Consuming Insecticides,9
A & N Islands,2010,Female,By Consuming Other Poison,1
A & N Islands,2010,Female,By Drowning,0
A & N Islands,2010,Female,By Fire-Arms,0
A & N Islands,2010,Female,By Fire/Self Immolation,3
A & N Islands,2010,Female,By Hanging,31
A & N Islands,2010,Female,By Jumping from (Building),0
A & N Islands,2010,Female,By Jumping from (Other sites),0
A & N Islands,2010,Female,By Jumping off Moving Vehicles/Trains,0
A & N Islands,2010,Female,By Machine,0
A & N Islands,2010,Female,By Other means (please specify),0
A & N Islands,2010,Female,By Over Alcoholism,0
A & N Islands,2010,Female,By Overdose of sleeping pills,0
A & N Islands,2010,Female,By Self Infliction of injury,0
A & N Islands,2010,Female,By coming under running vehicles/trains,0
A & N Islands,2010,Female,By touching electric wires,0
A & N Islands,2010,Female,Cancellation/Non-Settlement of Marriage,0
A & N Islands,2010,Female,Cancer,0
A & N Islands,2010,Female,Causes Not known,5
A & N Islands,2010,Female,Death of Dear Person,0
A & N Islands,2010,Female,Diploma,0
A & N Islands,2010,Female,Divorce,0
A & N Islands,2010,Female,Divorcee,0
A & N Islands,2010,Female,Dowry Dispute,0
A & N Islands,2010,Female,Drug Abuse/Addiction,0
A & N Islands,2010,Female,Failure in Examination,0
A & N Islands,2010,Female,Fall in Social Reputation,0
A & N Islands,2010,Female,Family Problems,3
A & N Islands,2010,Female,Farming/Agriculture Activity,0
A & N Islands,2010,Female,Graduate,0
A & N Islands,2010,Female,House Wife,31
A & N Islands,2010,Female,Hr. Secondary/Intermediate/Pre-Universit,10
A & N Islands,2010,Female,Ideological Causes/Hero Worshipping,0
A & N Islands,2010,Female,Illegitimate Pregnancy,0
A & N Islands,2010,Female,Illness (Aids/STD),0
A & N Islands,2010,Female,Insanity/Mental Illness,6
A & N Islands,2010,Female,Love Affairs,1
A & N Islands,2010,Female,Married,31
A & N Islands,2010,Female,Matriculate/Secondary,16
A & N Islands,2010,Female,Middle,8
A & N Islands,2010,Female,Never Married,11
A & N Islands,2010,Female,No Education,6
A & N Islands,2010,Female,Not having Children(Barrenness/Impotency,2
A & N Islands,2010,Female,Other Causes (Please Specity),19
A & N Islands,2010,Female,Other Prolonged Illness,7
A & N Islands,2010,Female,Others (Please Specify),0
A & N Islands,2010,Female,Paralysis,0
A & N Islands,2010,Female,Physical Abuse (Rape/Incest Etc.),0
A & N Islands,2010,Female,Post Graduate and Above,0
A & N Islands,2010,Female,Poverty,1
A & N Islands,2010,Female,Primary,4
A & N Islands,2010,Female,Professional Activity,0
A & N Islands,2010,Female,Professional/Career Problem,0
A & N Islands,2010,Female,Property Dispute,0
A & N Islands,2010,Female,Public Sector Undertaking,0
A & N Islands,2010,Female,Retired Person,0
A & N Islands,2010,Female,Self-employed (Business activity),0
A & N Islands,2010,Female,Seperated,0
A & N Islands,2010,Female,Service (Government),1
A & N Islands,2010,Female,Service (Private),2
A & N Islands,2010,Female,Student,6
A & N Islands,2010,Female,Suspected/Illicit Relation,0
A & N Islands,2010,Female,Unemployed,4
A & N Islands,2010,Female,Unemployment,0
A & N Islands,2010,Female,Widowed/Widower,2
A & N Islands,2010,Male,Bankruptcy or Sudden change in Economic,0
A & N Islands,2010,Male,By Consuming Insecticides,12
A & N Islands,2010,Male,By Consuming Other Poison,1
A & N Islands,2010,Male,By Drowning,2
A & N Islands,2010,Male,By Fire-Arms,0
A & N Islands,2010,Male,By Fire/Self Immolation,2
A & N Islands,2010,Male,By Hanging,95
A & N Islands,2010,Male,By Jumping from (Building),0
A & N Islands,2010,Male,By Jumping from (Other sites),0
A & N Islands,2010,Male,By Jumping off Moving Vehicles/Trains,0
A & N Islands,2010,Male,By Machine,0
A & N Islands,2010,Male,By Other means (please specify),0
A & N Islands,2010,Male,By Over Alcoholism,0
A & N Islands,2010,Male,By Overdose of sleeping pills,0
A & N Islands,2010,Male,By Self Infliction of injury,0
A & N Islands,2010,Male,By coming under running vehicles/trains,0
A & N Islands,2010,Male,By touching electric wires,0
A & N Islands,2010,Male,Cancellation/Non-Settlement of Marriage,0
A & N Islands,2010,Male,Cancer,0
A & N Islands,2010,Male,Causes Not known,16
A & N Islands,2010,Male,Death of Dear Person,0
A & N Islands,2010,Male,Diploma,0
A & N Islands,2010,Male,Divorce,0
A & N Islands,2010,Male,Divorcee,1
A & N Islands,2010,Male,Dowry Dispute,0
A & N Islands,2010,Male,Drug Abuse/Addiction,0
A & N Islands,2010,Male,Failure in Examination,0
A & N Islands,2010,Male,Fall in Social Reputation,0
A & N Islands,2010,Male,Family Problems,3
A & N Islands,2010,Male,Farming/Agriculture Activity,8
A & N Islands,2010,Male,Graduate,0
A & N Islands,2010,Male,House Wife,0
A & N Islands,2010,Male,Hr. Secondary/Intermediate/Pre-Universit,11
A & N Islands,2010,Male,Ideological Causes/Hero Worshipping,0
A & N Islands,2010,Male,Illegitimate Pregnancy,0
A & N Islands,2010,Male,Illness (Aids/STD),0
A & N Islands,2010,Male,Insanity/Mental Illness,21
A & N Islands,2010,Male,Love Affairs,4
A & N Islands,2010,Male,Married,64
A & N Islands,2010,Male,Matriculate/Secondary,31
A & N Islands,2010,Male,Middle,29
A & N Islands,2010,Male,Never Married,42
A & N Islands,2010,Male,No Education,17
A & N Islands,2010,Male,Not having Children(Barrenness/Impotency,0
A & N Islands,2010,Male,Other Causes (Please Specity),43
A & N Islands,2010,Male,Other Prolonged Illness,17
A & N Islands,2010,Male,Others (Please Specify),3
A & N Islands,2010,Male,Paralysis,1
A & N Islands,2010,Male,Physical Abuse (Rape/Incest Etc.),0
A & N Islands,2010,Male,Post Graduate and Above,0
A & N Islands,2010,Male,Poverty,1
A & N Islands,2010,Male,Primary,24
A & N Islands,2010,Male,Professional Activity,0
A & N Islands,2010,Male,Professional/Career Problem,0
A & N Islands,2010,Male,Property Dispute,2
A & N Islands,2010,Male,Public Sector Undertaking,0
A & N Islands,2010,Male,Retired Person,8
A & N Islands,2010,Male,Self-employed (Business activity),6
A & N Islands,2010,Male,Seperated,2
A & N Islands,2010,Male,Service (Government),18
A & N Islands,2010,Male,Service (Private),48
A & N Islands,2010,Male,Student,8
A & N Islands,2010,Male,Suspected/Illicit Relation,0
A & N Islands,2010,Male,Unemployed,13
A & N Islands,2010,Male,Unemployment,4
A & N Islands,2010,Male,Widowed/Widower,3
A & N Islands,2011,Female,Bankruptcy or Sudden change in Economic,0
A & N Islands,2011,Female,By Consuming Insecticides,4
A & N Islands,2011,Female,By Consuming Other Poison,3
A & N Islands,2011,Female,By Drowning,0
A & N Islands,2011,Female,By Fire-Arms,0
A & N Islands,2011,Female,By Fire/Self Immolation,4
A & N Islands,2011,Female,By Hanging,28
A & N Islands,2011,Female,By Jumping from (Building),0
A & N Islands,2011,Female,By Jumping from (Other sites),0
A & N Islands,2011,Female,By Jumping off Moving Vehicles/Trains,0
A & N Islands,2011,Female,By Machine,0
A & N Islands,2011,Female,By Other means (please specify),3
A & N Islands,2011,Female,By Over Alcoholism,0
A & N Islands,2011,Female,By Overdose of sleeping pills,0
A & N Islands,2011,Female,By Self Infliction of injury,0
A & N Islands,2011,Female,By coming under running vehicles/trains,0
A & N Islands,2011,Female,By touching electric wires,0
A & N Islands,2011,Female,Cancellation/Non-Settlement of Marriage,1
A & N Islands,2011,Female,Cancer,0
A & N Islands,2011,Female,Causes Not known,10
A & N Islands,2011,Female,Death of Dear Person,0
A & N Islands,2011,Female,Diploma,1
A & N Islands,2011,Female,Divorce,0
A & N Islands,2011,Female,Divorcee,1
A & N Islands,2011,Female,Dowry Dispute,0
A & N Islands,2011,Female,Drug Abuse/Addiction,0
A & N Islands,2011,Female,Failure in Examination,1
A & N Islands,2011,Female,Fall in Social Reputation,0
A & N Islands,2011,Female,Family Problems,2
A & N Islands,2011,Female,Farming/Agriculture Activity,0
A & N Islands,2011,Female,Graduate,0
A & N Islands,2011,Female,House Wife,10
A & N Islands,2011,Female,Hr. Secondary/Intermediate/Pre-Universit,9
A & N Islands,2011,Female,Ideological Causes/Hero Worshipping,0
A & N Islands,2011,Female,Illegitimate Pregnancy,0
A & N Islands,2011,Female,Illness (Aids/STD),0
A & N Islands,2011,Female,Insanity/Mental Illness,6
A & N Islands,2011,Female,Love Affairs,3
A & N Islands,2011,Female,Married,26
A & N Islands,2011,Female,Matriculate/Secondary,12
A & N Islands,2011,Female,Middle,9
A & N Islands,2011,Female,Never Married,15
A & N Islands,2011,Female,No Education,1
A & N Islands,2011,Female,Not having Children(Barrenness/Impotency,0
A & N Islands,2011,Female,Other Causes (Please Specity),11
A & N Islands,2011,Female,Other Prolonged Illness,8
A & N Islands,2011,Female,Others (Please Specify),1
A & N Islands,2011,Female,Paralysis,0
A & N Islands,2011,Female,Physical Abuse (Rape/Incest Etc.),0
A & N Islands,2011,Female,Post Graduate and Above,0
A & N Islands,2011,Female,Poverty,0
A & N Islands,2011,Female,Primary,10
A & N Islands,2011,Female,Professional Activity,0
A & N Islands,2011,Female,Professional/Career Problem,0
A & N Islands,2011,Female,Property Dispute,0
A & N Islands,2011,Female,Public Sector Undertaking,0
A & N Islands,2011,Female,Retired Person,1
A & N Islands,2011,Female,Self-employed (Business activity),2
A & N Islands,2011,Female,Seperated,0
A & N Islands,2011,Female,Service (Government),4
A & N Islands,2011,Female,Service (Private),10
A & N Islands,2011,Female,Student,13
A & N Islands,2011,Female,Suspected/Illicit Relation,0
A & N Islands,2011,Female,Unemployed,1
A & N Islands,2011,Female,Unemployment,0
A & N Islands,2011,Female,Widowed/Widower,0
A & N Islands,2011,Male,Bankruptcy or Sudden change in Economic,0
A & N Islands,2011,Male,By Consuming Insecticides,4
A & N Islands,2011,Male,By Consuming Other Poison,3
A & N Islands,2011,Male,By Drowning,1
A & N Islands,2011,Male,By Fire-Arms,1
A & N Islands,2011,Male,By Fire/Self Immolation,1
A & N Islands,2011,Male,By Hanging,79
A & N Islands,2011,Male,By Jumping from (Building),0
A & N Islands,2011,Male,By Jumping from (Other sites),0
A & N Islands,2011,Male,By Jumping off Moving Vehicles/Trains,0
A & N Islands,2011,Male,By Machine,0
A & N Islands,2011,Male,By Other means (please specify),5
A & N Islands,2011,Male,By Over Alcoholism,0
A & N Islands,2011,Male,By Overdose of sleeping pills,0
A & N Islands,2011,Male,By Self Infliction of injury,0
A & N Islands,2011,Male,By coming under running vehicles/trains,0
A & N Islands,2011,Male,By touching electric wires,0
A & N Islands,2011,Male,Cancellation/Non-Settlement of Marriage,0
A & N Islands,2011,Male,Cancer,0
A & N Islands,2011,Male,Causes Not known,29
A & N Islands,2011,Male,Death of Dear Person,0
A & N Islands,2011,Male,Diploma,2
A & N Islands,2011,Male,Divorce,0
A & N Islands,2011,Male,Divorcee,0
A & N Islands,2011,Male,Dowry Dispute,0
A & N Islands,2011,Male,Drug Abuse/Addiction,0
A & N Islands,2011,Male,Failure in Examination,2
A & N Islands,2011,Male,Fall in Social Reputation,0
A & N Islands,2011,Male,Family Problems,3
A & N Islands,2011,Male,Farming/Agriculture Activity,0
A & N Islands,2011,Male,Graduate,1
A & N Islands,2011,Male,House Wife,0
A & N Islands,2011,Male,Hr. Secondary/Intermediate/Pre-Universit,16
A & N Islands,2011,Male,Ideological Causes/Hero Worshipping,0
A & N Islands,2011,Male,Illegitimate Pregnancy,0
A & N Islands,2011,Male,Illness (Aids/STD),0
A & N Islands,2011,Male,Insanity/Mental Illness,15
A & N Islands,2011,Male,Love Affairs,7
A & N Islands,2011,Male,Married,73
A & N Islands,2011,Male,Matriculate/Secondary,19
A & N Islands,2011,Male,Middle,25
A & N Islands,2011,Male,Never Married,20
A & N Islands,2011,Male,No Education,3
A & N Islands,2011,Male,Not having Children(Barrenness/Impotency,0
A & N Islands,2011,Male,Other Causes (Please Specity),20
A & N Islands,2011,Male,Other Prolonged Illness,15
A & N Islands,2011,Male,Others (Please Specify),11
A & N Islands,2011,Male,Paralysis,0
A & N Islands,2011,Male,Physical Abuse (Rape/Incest Etc.),0
A & N Islands,2011,Male,Post Graduate and Above,1
A & N Islands,2011,Male,Poverty,0
A & N Islands,2011,Male,Primary,27
A & N Islands,2011,Male,Professional Activity,0
A & N Islands,2011,Male,Professional/Career Problem,0
A & N Islands,2011,Male,Property Dispute,0
A & N Islands,2011,Male,Public Sector Undertaking,0
A & N Islands,2011,Male,Retired Person,5
A & N Islands,2011,Male,Self-employed (Business activity),7
A & N Islands,2011,Male,Seperated,1
A & N Islands,2011,Male,Service (Government),18
A & N Islands,2011,Male,Service (Private),33
A & N Islands,2011,Male,Student,10
A & N Islands,2011,Male,Suspected/Illicit Relation,0
A & N Islands,2011,Male,Unemployed,10
A & N Islands,2011,Male,Unemployment,3
A & N Islands,2011,Male,Widowed/Widower,0
A & N Islands,2012,Female,Bankruptcy or Sudden change in Economic,0
A & N Islands,2012,Female,By Consuming Insecticides,0
A & N Islands,2012,Female,By Consuming Other Poison,1
A & N Islands,2012,Female,By Drowning,2
A & N Islands,2012,Female,By Fire-Arms,0
A & N Islands,2012,Female,By Fire/Self Immolation,5
A & N Islands,2012,Female,By Hanging,32
A & N Islands,2012,Female,By Jumping from (Building),0
A & N Islands,2012,Female,By Jumping from (Other sites),0
A & N Islands,2012,Female,By Jumping off Moving Vehicles/Trains,0
A & N Islands,2012,Female,By Machine,0
A & N Islands,2012,Female,By Other means (please specify),0
A & N Islands,2012,Female,By Over Alcoholism,0
A & N Islands,2012,Female,By Overdose of sleeping pills,1
A & N Islands,2012,Female,By Self Infliction of injury,0
A & N Islands,2012,Female,By coming under running vehicles/trains,0
A & N Islands,2012,Female,By touching electric wires,0
A & N Islands,2012,Female,Cancellation/Non-Settlement of Marriage,0
A & N Islands,2012,Female,Cancer,0
A & N Islands,2012,Female,Causes Not known,8
A & N Islands,2012,Female,Death of Dear Person,0
A & N Islands,2012,Female,Diploma,0
A & N Islands,2012,Female,Divorce,0
A & N Islands,2012,Female,Divorcee,0
A & N Islands,2012,Female,Dowry Dispute,0
A & N Islands,2012,Female,Drug Abuse/Addiction,0
A & N Islands,2012,Female,Failure in Examination,0
A & N Islands,2012,Female,Fall in Social Reputation,0
A & N Islands,2012,Female,Family Problems,0
A & N Islands,2012,Female,Farming/Agriculture Activity,0
A & N Islands,2012,Female,Graduate,0
A & N Islands,2012,Female,House Wife,28
A & N Islands,2012,Female,Hr. Secondary/Intermediate/Pre-Universit,2
A & N Islands,2012,Female,Ideological Causes/Hero Worshipping,0
A & N Islands,2012,Female,Illegitimate Pregnancy,0
A & N Islands,2012,Female,Illness (Aids/STD),0
A & N Islands,2012,Female,Insanity/Mental Illness,5
A & N Islands,2012,Female,Love Affairs,1
A & N Islands,2012,Female,Married,30
A & N Islands,2012,Female,Matriculate/Secondary,13
A & N Islands,2012,Female,Middle,22
A & N Islands,2012,Female,Never Married,11
A & N Islands,2012,Female,No Education,0
A & N Islands,2012,Female,Not having Children(Barrenness/Impotency,0
A & N Islands,2012,Female,Other Causes (Please Specity),19
A & N Islands,2012,Female,Other Prolonged Illness,7
A & N Islands,2012,Female,Others (Please Specify),3
A & N Islands,2012,Female,Paralysis,0
A & N Islands,2012,Female,Physical Abuse (Rape/Incest Etc.),0
A & N Islands,2012,Female,Post Graduate and Above,0
A & N Islands,2012,Female,Poverty,0
A & N Islands,2012,Female,Primary,4
A & N Islands,2012,Female,Professional Activity,0
A & N Islands,2012,Female,Professional/Career Problem,0
A & N Islands,2012,Female,Property Dispute,0
A & N Islands,2012,Female,Public Sector Undertaking,0
A & N Islands,2012,Female,Retired Person,0
A & N Islands,2012,Female,Self-employed (Business activity),0
A & N Islands,2012,Female,Seperated,0
A & N Islands,2012,Female,Service (Government),3
A & N Islands,2012,Female,Service (Private),1
A & N Islands,2012,Female,Student,5
A & N Islands,2012,Female,Suspected/Illicit Relation,0
A & N Islands,2012,Female,Unemployed,1
A & N Islands,2012,Female,Unemployment,1
A & N Islands,2012,Female,Widowed/Widower,0
A & N Islands,2012,Male,Bankruptcy or Sudden change in Economic,0
A & N Islands,2012,Male,By Consuming Insecticides,3
A & N Islands,2012,Male,By Consuming Other Poison,4
A & N Islands,2012,Male,By Drowning,0
A & N Islands,2012,Male,By Fire-Arms,0
A & N Islands,2012,Male,By Fire/Self Immolation,1
A & N Islands,2012,Male,By Hanging,72
A & N Islands,2012,Male,By Jumping from (Building),0
A & N Islands,2012,Male,By Jumping from (Other sites),0
A & N Islands,2012,Male,By Jumping off Moving Vehicles/Trains,0
A & N Islands,2012,Male,By Machine,0
A & N Islands,2012,Male,By Other means (please specify),0
A & N Islands,2012,Male,By Over Alcoholism,0
A & N Islands,2012,Male,By Overdose of sleeping pills,0
A & N Islands,2012,Male,By Self Infliction of injury,0
A & N Islands,2012,Male,By coming under running vehicles/trains,0
A & N Islands,2012,Male,By touching electric wires,0
A & N Islands,2012,Male,Cancellation/Non-Settlement of Marriage,0
A & N Islands,2012,Male,Cancer,3
A & N Islands,2012,Male,Causes Not known,13
A & N Islands,2012,Male,Death of Dear Person,1
A & N Islands,2012,Male,Diploma,0
A & N Islands,2012,Male,Divorce,0
A & N Islands,2012,Male,Divorcee,0
A & N Islands,2012,Male,Dowry Dispute,0
A & N Islands,2012,Male,Drug Abuse/Addiction,0
A & N Islands,2012,Male,Failure in Examination,0
A & N Islands,2012,Male,Fall in Social Reputation,0
A & N Islands,2012,Male,Family Problems,0
A & N Islands,2012,Male,Farming/Agriculture Activity,0
A & N Islands,2012,Male,Graduate,0
A & N Islands,2012,Male,House Wife,0
A & N Islands,2012,Male,Hr. Secondary/Intermediate/Pre-Universit,1
A & N Islands,2012,Male,Ideological Causes/Hero Worshipping,0
A & N Islands,2012,Male,Illegitimate Pregnancy,0
A & N Islands,2012,Male,Illness (Aids/STD),0
A & N Islands,2012,Male,Insanity/Mental Illness,19
A & N Islands,2012,Male,Love Affairs,4
A & N Islands,2012,Male,Married,52
A & N Islands,2012,Male,Matriculate/Secondary,21
A & N Islands,2012,Male,Middle,42
A & N Islands,2012,Male,Never Married,28
A & N Islands,2012,Male,No Education,0
A & N Islands,2012,Male,Not having Children(Barrenness/Impotency,0
A & N Islands,2012,Male,Other Causes (Please Specity),20
A & N Islands,2012,Male,Other Prolonged Illness,16
A & N Islands,2012,Male,Others (Please Specify),4
A & N Islands,2012,Male,Paralysis,0
A & N Islands,2012,Male,Physical Abuse (Rape/Incest Etc.),0
A & N Islands,2012,Male,Post Graduate and Above,0
A & N Islands,2012,Male,Poverty,0
A & N Islands,2012,Male,Primary,16
A & N Islands,2012,Male,Professional Activity,0
A & N Islands,2012,Male,Professional/Career Problem,0
A & N Islands,2012,Male,Property Dispute,0
A & N Islands,2012,Male,Public Sector Undertaking,0
A & N Islands,2012,Male,Retired Person,1
A & N Islands,2012,Male,Self-employed (Business activity),0
A & N Islands,2012,Male,Seperated,0
A & N Islands,2012,Male,Service (Government),18
A & N Islands,2012,Male,Service (Private),49
A & N Islands,2012,Male,Student,4
A & N Islands,2012,Male,Suspected/Illicit Relation,0
A & N Islands,2012,Male,Unemployed,4
A & N Islands,2012,Male,Unemployment,4
A & N Islands,2012,Male,Widowed/Widower,0
Andhra Pradesh,2001,Female,Bankruptcy or Sudden change in Economic,24
Andhra Pradesh,2001,Female,By Consuming Insecticides,1362
Andhra Pradesh,2001,Female,By Consuming Other Poison,533
Andhra Pradesh,2001,Female,By Drowning,398
Andhra Pradesh,2001,Female,By Fire-Arms,29
Andhra Pradesh,2001,Female,By Fire/Self Immolation,667
Andhra Pradesh,2001,Female,By Hanging,745
Andhra Pradesh,2001,Female,By Jumping from (Building),3
Andhra Pradesh,2001,Female,By Jumping from (Other sites),1
Andhra Pradesh,2001,Female,By Jumping off Moving Vehicles/Trains,0
Andhra Pradesh,2001,Female,By Machine,1
Andhra Pradesh,2001,Female,By Other means (please specify),230
Andhra Pradesh,2001,Female,By Over Alcoholism,12
Andhra Pradesh,2001,Female,By Overdose of sleeping pills,6
Andhra Pradesh,2001,Female,By Self Infliction of injury,53
Andhra Pradesh,2001,Female,By coming under running vehicles/trains,99
Andhra Pradesh,2001,Female,By touching electric wires,4
Andhra Pradesh,2001,Female,Cancellation/Non-Settlement of Marriage,49
Andhra Pradesh,2001,Female,Cancer,14
Andhra Pradesh,2001,Female,Causes Not known,341
Andhra Pradesh,2001,Female,Death of Dear Person,67
Andhra Pradesh,2001,Female,Diploma,23
Andhra Pradesh,2001,Female,Divorce,12
Andhra Pradesh,2001,Female,Divorcee,43
Andhra Pradesh,2001,Female,Dowry Dispute,201
Andhra Pradesh,2001,Female,Drug Abuse/Addiction,2
Andhra Pradesh,2001,Female,Failure in Examination,50
Andhra Pradesh,2001,Female,Fall in Social Reputation,49
Andhra Pradesh,2001,Female,Family Problems,933
Andhra Pradesh,2001,Female,Farming/Agriculture Activity,178
Andhra Pradesh,2001,Female,Graduate,42
Andhra Pradesh,2001,Female,House Wife,2444
Andhra Pradesh,2001,Female,Hr. Secondary/Intermediate/Pre-Universit,168
Andhra Pradesh,2001,Female,Ideological Causes/Hero Worshipping,6
Andhra Pradesh,2001,Female,Illegitimate Pregnancy,18
Andhra Pradesh,2001,Female,Illness (Aids/STD),117
Andhra Pradesh,2001,Female,Insanity/Mental Illness,273
Andhra Pradesh,2001,Female,Love Affairs,76
Andhra Pradesh,2001,Female,Married,3135
Andhra Pradesh,2001,Female,Matriculate/Secondary,449
Andhra Pradesh,2001,Female,Middle,722
Andhra Pradesh,2001,Female,Never Married,591
Andhra Pradesh,2001,Female,No Education,1657
Andhra Pradesh,2001,Female,Not having Children(Barrenness/Impotency,41
Andhra Pradesh,2001,Female,Other Causes (Please Specity),500
Andhra Pradesh,2001,Female,Other Prolonged Illness,1074
Andhra Pradesh,2001,Female,Others (Please Specify),963
Andhra Pradesh,2001,Female,Paralysis,35
Andhra Pradesh,2001,Female,Physical Abuse (Rape/Incest Etc.),44
Andhra Pradesh,2001,Female,Post Graduate and Above,6
Andhra Pradesh,2001,Female,Poverty,106
Andhra Pradesh,2001,Female,Primary,1076
Andhra Pradesh,2001,Female,Professional Activity,41
Andhra Pradesh,2001,Female,Professional/Career Problem,13
Andhra Pradesh,2001,Female,Property Dispute,46
Andhra Pradesh,2001,Female,Public Sector Undertaking,10
Andhra Pradesh,2001,Female,Retired Person,5
Andhra Pradesh,2001,Female,Self-employed (Business activity),82
Andhra Pradesh,2001,Female,Seperated,138
Andhra Pradesh,2001,Female,Service (Government),61
Andhra Pradesh,2001,Female,Service (Private),106
Andhra Pradesh,2001,Female,Student,175
Andhra Pradesh,2001,Female,Suspected/Illicit Relation,39
Andhra Pradesh,2001,Female,Unemployed,78
Andhra Pradesh,2001,Female,Unemployment,13
Andhra Pradesh,2001,Female,Widowed/Widower,236
Andhra Pradesh,2001,Male,Bankruptcy or Sudden change in Economic,139
Andhra Pradesh,2001,Male,By Consuming Insecticides,2209
Andhra Pradesh,2001,Male,By Consuming Other Poison,994
Andhra Pradesh,2001,Male,By Drowning,385
Andhra Pradesh,2001,Male,By Fire-Arms,15
Andhra Pradesh,2001,Male,By Fire/Self Immolation,439
Andhra Pradesh,2001,Male,By Hanging,1264
Andhra Pradesh,2001,Male,By Jumping from (Building),5
Andhra Pradesh,2001,Male,By Jumping from (Other sites),18
Andhra Pradesh,2001,Male,By Jumping off Moving Vehicles/Trains,68
Andhra Pradesh,2001,Male,By Machine,3
Andhra Pradesh,2001,Male,By Other means (please specify),384
Andhra Pradesh,2001,Male,By Over Alcoholism,58
Andhra Pradesh,2001,Male,By Overdose of sleeping pills,21
Andhra Pradesh,2001,Male,By Self Infliction of injury,49
Andhra Pradesh,2001,Male,By coming under running vehicles/trains,433
Andhra Pradesh,2001,Male,By touching electric wires,34
Andhra Pradesh,2001,Male,Cancellation/Non-Settlement of Marriage,25
Andhra Pradesh,2001,Male,Cancer,48
Andhra Pradesh,2001,Male,Causes Not known,677
Andhra Pradesh,2001,Male,Death of Dear Person,14
Andhra Pradesh,2001,Male,Diploma,75
Andhra Pradesh,2001,Male,Divorce,3
Andhra Pradesh,2001,Male,Divorcee,47
Andhra Pradesh,2001,Male,Dowry Dispute,1
Andhra Pradesh,2001,Male,Drug Abuse/Addiction,23
Andhra Pradesh,2001,Male,Failure in Examination,97
Andhra Pradesh,2001,Male,Fall in Social Reputation,60
Andhra Pradesh,2001,Male,Family Problems,1384
Andhra Pradesh,2001,Male,Farming/Agriculture Activity,1331
Andhra Pradesh,2001,Male,Graduate,104
Andhra Pradesh,2001,Male,House Wife,0
Andhra Pradesh,2001,Male,Hr. Secondary/Intermediate/Pre-Universit,427
Andhra Pradesh,2001,Male,Ideological Causes/Hero Worshipping,6
Andhra Pradesh,2001,Male,Illegitimate Pregnancy,0
Andhra Pradesh,2001,Male,Illness (Aids/STD),96
